,,,,30-Nov-15,,01-Dec-15,,02-Dec-15,,03-Dec-15,,05-Dec-15,,07-Dec-15,,08-Dec-15,,09-Dec-15,,10-Dec-15,,12-Dec-15,,14-Dec-15,,15-Dec-15,,16-Dec-15,,17-Dec-15,,19-Dec-15,,21-Dec-15,,22-Dec-15,,23-Dec-15,,26-Dec-15,,29-Dec-15,,30-Dec-15,,02-Jan-16,,04-Jan-16,,05-Jan-16,,06-Jan-16,,07-Jan-16,,09-Jan-16,,11-Jan-16,,12-Jan-16,,13-Jan-16,,14-Jan-16,,16-Jan-16,,18-Jan-16,,19-Jan-16,,20-Jan-16,,21-Jan-16,,23-Jan-16,,25-Jan-16,,26-Jan-16,,27-Jan-16,,28-Jan-16,,30-Jan-16,,01-Feb-16,,02-Feb-16,,03-Feb-16,,04-Feb-16,,06-Feb-16,,08-Feb-16,,09-Feb-16,,10-Feb-16,,11-Feb-16,,13-Feb-16,,15-Feb-16,,16-Feb-16,,17-Feb-16,,18-Feb-16,,20-Feb-16,,22-Feb-16,,23-Feb-16,,24-Feb-16,,25-Feb-16,,27-Feb-16,
Leicestershire And Lincolnshire Area Team,,RWD,United Lincolnshire Hospitals NHS Trust,33,28,31,26,32,26,31,23,32,27,32,28,31,27,31,27,32,25,31,21,31,24,31,26,31,27,31,27,31,28,0,0,31,24,31,22,31,26,31,26,31,28,31,24,31,26,31,26,31,29,32,27,31,27,31,25,31,23,31,26,31,26,31,25,32,29,32,26,31,23,32,24,31,21,31,24,32,27,25,21,31,28,31,27,31,27,31,27,32,27,32,28,31,25,29,24,31,26,31,26,31,24,31,24,31,24,29,24,31,27,31,29,0,0,31,28,31,29,31,27,31,27,31,23
Leicestershire And Lincolnshire Area Team,,RWE,University Hospitals Of Leicester NHS Trust,80,52,80,57,80,60,80,70,80,52,80,57,80,67,80,65,80,64,80,55,80,62,80,66,80,71,80,64,80,54,80,58,80,63,80,69,80,53,80,60,80,58,80,58,80,64,80,68,80,68,80,66,80,52,80,60,80,64,80,57,80,58,80,56,80,64,80,67,80,62,80,65,80,56,80,64,80,62,80,65,80,70,80,51,80,58,80,62,80,65,80,67,80,56,80,61,80,58,80,63,80,63,80,51,80,56,80,61,80,61,80,64,80,52,80,60,80,63,80,67,80,68,80,54
London Area Team,,R1H,Barts Health NHS Trust,97,96,97,94,97,96,97,93,97,91,97,94,97,93,97,95,97,93,97,91,97,93,97,94,97,94,97,91,96,88,97,91,97,87,97,88,97,87,97,87,97,91,97,91,97,90,97,90,97,94,97,92,97,89,97,92,97,94,97,93,99,79,99,82,103,79,103,82,103,87,103,87,103,85,103,83,103,88,103,86,103,86,103,88,103,74,103,85,103,87,103,90,103,80,103,90,103,90,103,88,103,87,103,76,103,82,103,89,103,86,103,85,103,90,103,83,103,88,103,89,103,89,103,82
London Area Team,,R1K,London North West Healthcare NHS Trust,35,25,35,32,35,30,35,27,35,26,35,25,35,26,35,30,35,27,35,26,35,26,35,30,35,28,35,29,35,24,35,26,35,28,35,28,35,27,35,29,35,27,35,27,35,30,35,32,35,30,35,31,35,28,35,25,35,26,35,26,35,27,35,26,35,27,35,25,35,27,35,27,35,24,35,28,35,26,35,25,35,25,35,18,35,23,35,26,35,24,35,28,35,24,35,26,35,30,36,36,43,25,33,22,33,24,33,20,33,20,33,22,33,24,33,24,33,24,33,26,34,24,34,21
London Area Team,,RAL,Royal Free London NHS Foundation Trust,56,55,54,51,54,51,54,47,54,49,54,51,55,55,55,54,56,56,54,53,54,54,55,55,55,55,56,56,54,53,55,53,54,50,54,51,54,52,54,50,54,50,54,51,56,56,54,53,56,56,55,55,54,52,54,53,54,52,54,53,54,51,54,53,55,55,56,55,56,56,58,58,56,56,55,54,54,50,54,52,55,54,54,47,54,48,54,51,54,53,54,51,54,51,54,52,56,55,57,57,54,52,54,52,54,51,55,53,57,50,54,52,54,52,57,57,56,55,57,54,56,54,57,56
London Area Team,,RAN,Royal National Orthopaedic Hospital NHS Trust,10,9,10,7,12,12,10,10,10,6,12,12,10,9,10,8,10,4,10,6,10,10,10,8,10,8,10,10,10,5,10,6,10,5,10,4,10,3,10,3,10,5,10,3,10,8,12,12,10,9,12,12,10,7,12,12,10,4,10,9,10,7,10,3,10,7,10,10,10,10,10,7,10,4,10,8,12,12,10,9,10,9,10,6,10,8,10,10,10,9,10,10,10,7,10,9,11,11,10,9,10,7,10,4,10,10,10,4,10,5,10,5,10,5,10,9,11,11,10,10,10,3,10,4
London Area Team,,RAP,North Middlesex University Hospital NHS Trust,10,9,10,7,0,0,10,8,10,3,10,8,10,8,10,7,10,9,10,6,10,4,10,10,10,9,10,9,10,10,10,8,10,8,10,6,10,9,10,8,10,7,10,8,10,10,10,8,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,10,8,10,10,10,8,10,7,10,8,10,9,10,10,10,8,10,6,10,9,10,9,10,9,10,8,10,8,10,10,10,7,10,5,10,7,10,9,10,8,10,8,10,10,12,9,12,10
London Area Team,,RAS,The Hillingdon Hospitals NHS Foundation Trust,9,9,9,9,9,0,9,9,9,8,9,9,9,8,9,8,9,9,9,8,9,9,-,-,9,8,9,9,9,9,9,9,9,8,9,7,9,8,9,9,9,8,9,9,9,8,9,8,9,7,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
London Area Team,,RAX,Kingston Hospital NHS Foundation Trust,11,9,12,8,12,9,12,8,12,8,12,8,12,8,12,7,12,7,12,8,12,8,12,8,12,8,12,8,12,8,12,8,12,8,12,8,13,10,13,10,13,10,-,-,13,10,13,11,13,10,13,8,13,7,13,9,13,8,13,10,13,12,13,11,13,13,13,12,13,11,13,11,13,10,13,9,13,11,13,10,13,12,13,11,13,11,13,11,13,11,13,11,13,11,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,9,13,9,13,13,13,13,13,13,13,10,13,10
London Area Team,,RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",58,55,58,53,58,55,58,54,58,51,58,48,58,44,58,46,58,55,58,51,58,53,58,46,58,54,58,49,58,49,58,48,58,47,58,47,58,50,58,54,58,52,58,51,58,53,58,52,58,53,58,54,58,50,58,53,58,51,58,55,58,52,58,52,58,52,58,53,58,50,58,52,58,48,58,52,58,49,58,48,58,51,58,50,58,54,58,56,58,55,58,55,58,49,58,48,58,49,58,52,58,51,58,55,58,54,58,47,58,51,58,52,58,51,58,50,58,48,58,54,58,56,58,51
London Area Team,,RJ1,Guy's And St Thomas' NHS Foundation Trust,80,72,80,73,82,78,82,79,82,77,82,73,82,73,82,79,82,80,82,70,82,81,82,79,82,79,87,84,87,77,87,77,82,79,82,79,82,77,82,77,82,79,82,77,82,77,82,82,82,81,82,80,82,81,82,82,82,78,82,81,82,80,82,75,82,78,82,78,82,77,82,79,82,78,82,81,82,80,82,79,82,79,82,77,82,78,82,82,82,79,82,79,82,79,82,78,82,78,82,76,82,76,82,80,82,78,82,78,82,77,82,75,82,80,82,77,82,79,82,77,82,81,82,81
London Area Team,,RJ2,Lewisham And Greenwich NHS Trust,36,36,36,36,36,36,36,36,36,0,37,37,36,36,37,36,38,38,36,34,36,35,36,35,37,37,36,35,36,34,38,36,38,37,36,35,-,-,36,34,36,31,37,37,36,35,18,18,36,35,34,34,36,0,36,36,36,36,36,36,37,37,37,37,37,35,36,35,36,35,36,36,36,36,36,36,37,37,38,37,38,37,36,36,36,33,36,34,36,32,36,33,36,35,36,33,36,31,36,32,36,33,36,30,36,33,36,36,37,36,36,33,36,35,36,36,36,34,36,34,36,33,36,35
London Area Team,,RJ6,Croydon Health Services NHS Trust,14,6,14,12,14,11,14,10,14,10,14,12,14,12,14,12,14,14,14,14,14,14,14,14,14,13,14,13,14,10,14,10,14,11,14,13,14,11,14,9,14,9,14,8,14,11,14,14,14,12,14,13,14,13,14,13,14,12,14,11,14,11,15,13,15,15,15,14,15,13,15,14,15,13,15,13,15,13,15,12,15,15,14,14,14,11,-,-,14,13,14,9,14,11,14,10,14,9,14,10,14,10,14,13,15,15,14,14,14,14,14,13,14,13,15,15,15,14,14,14,14,13,14,14
London Area Team,,RJ7,St George's Healthcare NHS Trust,53,45,53,51,53,48,-,-,53,43,53,48,-,-,-,-,53,46,53,48,53,53,53,52,53,52,53,51,53,44,53,48,53,48,53,43,53,38,53,44,53,47,53,43,53,51,53,51,53,48,53,48,53,44,53,48,53,45,53,45,53,44,53,45,53,49,53,50,53,46,53,47,53,50,53,50,53,47,53,50,53,47,53,41,53,48,53,49,53,47,-,-,53,47,53,47,53,49,53,50,53,52,53,48,53,46,53,51,53,48,53,47,53,49,53,49,53,51,53,48,53,51,53,40
London Area Team,,RJZ,King's College Hospital NHS Foundation Trust,96,92,96,90,96,95,96,94,96,88,96,94,96,92,96,92,96,92,96,91,96,96,96,90,96,90,96,88,96,95,96,95,96,91,96,93,96,87,96,85,96,87,96,91,96,92,96,89,96,94,96,90,96,92,96,90,96,94,96,93,96,92,96,91,96,92,96,94,96,93,96,94,96,90,96,87,96,95,96,94,96,90,96,91,96,92,96,93,96,91,96,93,96,87,96,95,96,94,96,93,96,92,96,92,96,94,96,94,96,93,96,89,96,93,96,95,96,95,96,92,96,93,96,90
London Area Team,,RKE,The Whittington Hospital NHS Trust,15,13,15,12,15,13,15,13,15,13,15,15,15,13,15,15,15,14,15,13,15,13,15,11,15,13,15,12,15,11,15,12,15,11,15,9,15,9,15,11,15,12,15,13,15,13,15,14,15,13,15,14,15,3,15,2,15,4,15,0,15,14,15,15,15,15,15,15,15,14,15,14,15,15,15,15,15,15,15,15,15,14,15,14,15,13,15,13,15,12,15,11,15,11,15,12,15,13,15,15,15,13,15,11,15,13,15,12,15,12,15,12,15,14,15,15,15,14,15,14,15,15,15,15
London Area Team,,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London Area Team,,RP6,Moorfields Eye Hospital NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London Area Team,,RPY,The Royal Marsden NHS Foundation Trust,16,5,16,10,16,11,16,13,16,6,16,9,16,9,16,10,16,13,16,6,16,9,16,12,16,13,16,12,16,7,16,14,16,14,16,10,16,7,16,8,16,9,16,7,16,11,16,11,16,15,16,11,16,7,16,8,16,7,16,8,16,13,16,8,16,10,16,12,16,15,16,13,16,13,16,11,16,12,16,13,16,12,16,12,16,15,16,16,16,16,16,15,16,7,16,9,16,13,16,14,16,14,16,6,16,12,16,14,16,12,16,15,16,4,16,10,16,9,16,9,16,13,16,6
London Area Team,,RQM,Chelsea And Westminster Hospital NHS Foundation Trust,19,16,19,19,19,18,19,18,20,18,19,16,19,18,20,19,19,18,19,17,19,6,20,19,20,19,20,20,20,20,20,19,20,20,20,20,20,16,20,20,20,19,20,20,20,20,20,18,20,16,20,18,20,16,20,18,9,7,20,17,20,18,20,15,20,17,20,16,20,20,20,18,20,18,20,20,20,20,20,18,20,18,20,18,20,16,20,16,20,16,20,15,20,15,20,17,20,16,20,15,9,3,20,17,20,19,20,13,20,14,20,11,20,13,20,14,20,15,20,15,20,15,20,15
London Area Team,,RQX,Homerton University Hospital NHS Foundation Trust,8,4,8,4,8,3,8,3,8,6,8,1,8,1,8,6,8,8,8,6,8,6,8,7,8,7,8,4,8,2,9,9,9,9,9,8,9,7,9,7,9,6,9,5,9,6,9,7,9,8,9,0,9,7,9,8,9,9,9,7,9,8,9,8,9,8,9,8,9,7,9,6,9,7,9,7,9,8,9,9,9,8,9,8,9,8,9,7,9,6,9,6,9,7,9,8,9,6,9,7,9,7,9,7,9,9,-,-,9,4,9,5,9,9,9,9,9,7,9,6,9,9,9,7
London Area Team,,RRV,University College London Hospitals NHS Foundation Trust,60,52,65,48,65,50,65,57,65,49,65,48,65,55,65,56,65,55,65,50,65,49,65,49,65,47,65,47,65,38,65,41,65,41,65,40,65,37,65,43,65,46,65,48,65,51,65,56,65,49,65,52,65,50,65,56,65,56,65,51,65,56,65,46,65,46,65,46,65,53,65,55,65,44,65,52,65,56,65,52,65,54,65,48,65,52,65,57,65,53,65,56,65,55,65,49,65,51,65,50,65,51,65,44,65,50,65,51,65,49,65,46,65,45,65,46,65,45,65,50,65,55,65,50
London Area Team,,RT3,Royal Brompton & Harefield NHS Foundation Trust,106,85,106,85,103,90,103,96,103,97,103,85,103,89,103,91,103,93,103,97,103,86,103,92,103,95,103,95,103,93,103,93,103,81,103,90,103,86,103,69,103,77,103,74,103,77,103,83,103,87,103,90,103,98,103,91,103,95,103,90,103,93,103,100,103,96,103,90,103,84,103,93,103,98,103,78,103,88,103,89,103,91,103,96,103,92,103,93,103,94,103,98,103,99,103,89,103,93,103,102,103,88,103,76,103,76,103,76,103,76,103,80,103,89,103,88,103,94,103,89,103,93,103,75
London Area Team,,RVR,Epsom And St Helier University Hospitals NHS Trust,19,17,19,18,20,19,20,19,20,14,20,17,19,14,19,18,20,19,19,18,21,21,21,21,21,21,20,19,20,20,20,16,21,17,20,20,-,-,21,16,21,20,19,15,15,15,21,21,22,21,20,20,20,18,21,21,20,17,21,21,21,21,20,17,22,22,22,19,22,19,21,17,20,17,21,17,20,16,21,20,20,19,20,19,21,20,20,19,20,18,21,19,20,17,21,20,22,20,21,21,22,22,21,20,22,20,22,20,21,19,21,21,21,19,20,20,22,22,23,20,22,19,22,20
London Area Team,,RYJ,Imperial College Healthcare NHS Trust,106,101,106,98,106,104,106,105,106,98,106,103,106,106,106,104,106,103,106,104,106,105,106,106,106,106,106,105,106,101,106,98,106,106,106,101,106,105,106,105,106,104,106,104,106,104,106,105,106,104,106,101,106,104,106,106,106,101,106,103,106,101,106,105,106,104,106,105,106,106,106,103,106,103,106,103,106,105,106,103,106,103,106,105,106,106,106,103,106,102,106,102,106,101,106,105,106,102,106,103,106,105,106,104,106,106,106,105,106,105,106,106,106,105,106,103,106,104,106,104,106,98,106,104
Merseyside Area Team,,RBN,St Helens And Knowsley Hospitals NHS Trust,13,11,14,12,14,11,14,11,13,12,14,14,13,13,12,12,12,10,11,10,14,11,13,12,13,12,14,11,13,12,12,10,12,9,14,12,13,9,14,9,13,11,14,14,14,14,14,12,14,13,14,14,14,14,14,14,13,12,14,13,14,13,14,13,14,13,14,11,12,11,14,12,14,14,14,14,14,13,14,14,13,13,13,12,14,13,14,14,14,11,14,12,13,12,14,13,14,14,14,13,14,12,14,14,14,13,14,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,15,15
Merseyside Area Team,,RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,36,32,40,32,34,34,34,33,30,27,34,32,34,32,34,34,34,34,34,31,35,35,36,36,36,36,36,34,34,27,34,28,34,27,30,30,34,23,30,26,30,28,30,25,34,0,34,34,30,25,40,39,34,25,34,31,35,33,34,29,34,29,30,21,34,30,34,28,34,28,30,24,34,25,34,31,34,33,34,34,36,36,30,24,34,30,34,29,34,29,34,33,34,25,34,25,34,33,34,31,34,34,30,25,34,31,35,35,34,31,34,23,34,23,34,32,34,29,34,31,34,34,30,28
Merseyside Area Team,,RBS,Alder Hey Children's NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0
Merseyside Area Team,,REM,Aintree University Hospital NHS Foundation Trust,23,17,23,17,23,19,23,21,23,16,23,16,23,20,23,21,23,21,23,21,23,23,23,17,23,21,23,21,24,24,23,21,23,20,23,22,23,15,23,20,23,13,23,18,23,18,23,16,23,17,23,6,23,18,23,16,23,23,23,18,23,19,23,18,23,19,23,19,23,23,23,19,23,19,23,18,17,16,19,19,20,19,22,21,23,19,21,21,23,21,22,20,23,21,19,16,23,19,21,19,21,19,22,20,17,17,19,19,20,19,20,20,23,19,21,21,21,21,21,21,21,21,21,21
Merseyside Area Team,,REP,Liverpool Women's NHS Foundation Trust,2,0,2,2,2,1,2,1,2,0,2,1,2,2,2,2,2,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,2,2,2,0,2,0,2,0,2,0,2,1,2,1,2,1,2,1,2,0,2,0,2,2,2,0,2,1,2,0,2,1,2,2,2,1,2,0,2,0,2,2,2,2,2,0,2,0,2,0,2,1,2,1,2,0,2,0,2,0,2,1,2,2,2,2,2,0,2,0,2,0,2,2,2,0,2,0,2,0,2,1,2,2,2,2,2,0,2,0
Merseyside Area Team,,RET,The Walton Centre NHS Foundation Trust,20,19,20,19,20,18,20,18,20,19,20,20,20,17,20,18,20,18,19,13,20,15,20,16,20,18,20,18,20,15,20,18,20,14,20,16,20,16,20,15,20,16,20,17,20,19,20,16,20,16,20,16,20,18,20,18,20,17,20,19,20,19,18,18,20,17,20,17,20,16,20,18,20,15,20,18,20,20,20,18,20,16,20,17,20,17,20,17,20,18,20,18,20,15,20,17,20,18,20,18,20,20,20,18,20,19,20,19,20,18,20,20,20,19,20,20,20,19,20,19,20,19,20,17
Merseyside Area Team,,RQ6,Royal Liverpool And Broadgreen University Hospitals NHS Trust,35,30,35,32,35,32,35,35,35,35,35,35,35,33,35,33,35,34,35,32,35,35,35,33,35,33,35,32,35,29,35,26,35,28,35,29,35,30,35,30,35,30,35,31,35,33,35,32,35,32,35,30,35,28,35,30,35,31,35,33,35,29,35,30,35,30,35,30,35,28,35,30,35,31,35,34,35,34,35,34,35,33,35,32,35,27,35,31,35,33,35,30,35,29,35,29,35,25,35,31,35,28,35,27,35,31,35,33,35,32,35,34,35,32,35,33,35,35,35,35,35,31,35,30
Merseyside Area Team,,RVY,Southport And Ormskirk Hospital NHS Trust,21,18,21,19,21,20,21,20,21,20,21,21,21,21,21,21,21,21,21,17,21,19,21,21,21,21,21,17,21,18,21,17,21,19,21,15,21,17,21,19,21,17,21,20,21,19,21,17,21,19,21,17,21,19,21,19,21,17,21,15,21,17,21,19,21,17,21,19,21,19,21,18,21,19,21,19,21,17,21,18,21,17,21,17,21,19,15,15,21,20,21,19,21,21,21,21,21,21,21,21,17,11,17,15,17,14,21,14,21,17,20,14,21,16,21,19,21,16,22,18,21,17,22,17
North Yorkshire And Humber Area Team,,RCB,York Teaching Hospital NHS Foundation Trust,18,17,18,16,18,17,18,17,18,16,18,18,18,18,18,18,18,18,18,17,18,17,18,16,18,17,18,16,18,17,18,18,18,17,18,17,18,16,18,15,18,17,18,16,18,15,18,16,18,17,18,16,18,15,18,17,18,17,18,16,18,17,18,17,18,16,18,16,18,18,18,18,18,17,18,17,18,16,18,16,18,18,18,18,18,18,18,16,18,16,18,16,18,18,18,16,18,16,18,17,18,16,18,16,18,16,18,18,18,17,18,16,18,18,18,18,18,18,18,13,18,17,18,16
North Yorkshire And Humber Area Team,,RCD,Harrogate And District NHS Foundation Trust,8,6,8,7,8,7,8,5,8,5,8,4,8,5,8,7,8,6,8,5,8,6,8,8,8,6,8,5,8,7,8,6,8,3,8,3,8,5,8,8,8,6,8,7,8,5,8,6,8,7,8,6,8,6,8,5,-,-,8,6,8,5,8,6,8,7,8,4,8,4,8,5,8,6,8,6,8,5,8,6,8,6,8,6,8,7,8,6,8,5,8,4,8,6,8,6,8,5,8,6,8,5,8,6,8,6,8,6,8,3,8,5,8,3,8,5,8,3,8,2,8,5,8,3
North Yorkshire And Humber Area Team,,RJL,Northern Lincolnshire And Goole NHS Foundation Trust,22,18,22,21,22,22,22,20,22,18,22,19,22,20,22,21,22,18,22,15,22,17,22,17,21,17,21,18,22,21,22,20,21,19,21,21,21,16,21,18,22,19,22,21,22,20,21,20,22,21,22,21,21,20,22,21,21,19,22,21,22,21,21,19,22,21,22,20,22,21,22,20,22,20,22,19,22,19,22,19,22,20,22,19,22,20,22,20,22,19,22,20,22,20,22,18,22,21,22,18,22,19,22,19,22,19,22,19,22,20,22,21,22,19,22,19,22,19,22,21,22,22,22,19
North Yorkshire And Humber Area Team,,RWA,Hull And East Yorkshire Hospitals NHS Trust,52,39,52,33,52,33,52,33,52,21,52,34,52,37,52,35,52,36,52,28,52,32,52,40,52,44,52,36,52,28,52,37,52,37,52,42,52,36,52,36,52,37,52,37,46,41,46,39,46,37,46,40,46,30,46,37,46,38,46,38,46,37,46,34,46,36,46,38,46,38,46,31,46,31,46,38,47,47,46,37,46,41,46,36,46,39,46,40,46,40,46,41,46,30,46,30,46,40,46,36,46,40,46,32,46,37,46,35,46,37,46,40,46,32,46,32,46,35,46,39,46,32,46,25
Shropshire And Staffordshire Area Team,,RJE,University Hospitals Of North Midlands NHS Trust,76,67,76,68,76,71,76,70,76,65,76,70,76,68,76,70,76,67,76,69,80,72,80,73,80,74,80,72,80,68,80,72,80,72,80,69,80,66,80,70,80,70,80,62,80,67,80,76,80,71,80,72,80,69,80,68,80,68,80,69,80,69,80,66,80,65,80,70,80,66,80,69,80,74,80,73,80,73,80,73,80,72,80,67,80,69,80,70,80,67,80,74,80,68,80,66,80,65,80,65,80,65,80,66,80,69,80,65,80,66,80,62,80,65,80,76,80,78,80,70,80,75,80,68
Shropshire And Staffordshire Area Team,,RJF,Burton Hospitals NHS Foundation Trust,10,8,10,7,10,6,10,7,10,7,10,9,10,7,10,8,10,10,10,9,10,9,10,8,10,10,10,9,10,9,10,9,10,10,10,9,10,9,10,9,10,10,-,-,10,7,10,9,10,4,10,6,10,8,10,3,10,8,10,7,10,5,10,9,10,9,10,3,10,9,10,7,10,9,10,9,10,8,10,7,10,7,10,8,10,8,10,8,10,10,10,7,10,7,10,7,10,6,10,6,10,10,10,8,10,6,10,7,10,6,10,7,10,7,10,8,10,10,10,2,10,7,10,9
Shropshire And Staffordshire Area Team,,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,5,3,5,5,4,2,5,5,4,2,5,1,5,3,5,5,5,5,4,2,5,1,5,3,4,4,5,5,4,1,5,2,5,2,4,1,4,0,4,1,4,4,4,1,5,3,5,5,5,3,5,4,4,1,5,4,5,5,5,5,5,5,4,0,5,4,5,5,5,5,5,5,4,2,5,5,5,3,5,5,5,3,4,3,5,3,4,0,5,4,5,4,0,0,5,4,5,1,5,4,5,2,4,1,5,3,4,3,4,4,5,3,4,2,5,2,5,4,5,1,5,5,4,1
Shropshire And Staffordshire Area Team,,RXW,Shrewsbury And Telford Hospital NHS Trust,19,17,18,18,19,17,18,18,18,18,17,16,15,15,17,16,17,16,17,15,16,14,17,15,18,16,19,17,15,12,16,12,18,15,16,14,18,16,18,17,19,18,19,19,19,19,18,18,20,20,19,19,19,19,21,21,18,16,21,20,20,19,20,19,19,18,20,20,21,21,19,16,18,17,19,17,18,15,16,13,18,16,18,16,19,15,19,15,15,12,17,13,16,16,19,18,18,14,19,16,19,16,18,17,19,18,17,17,19,17,16,14,20,19,22,22,22,21,20,20,19,17,18,18
South Yorkshire And Bassetlaw Area Team,,RCU,Sheffield Children's NHS Foundation Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Yorkshire And Bassetlaw Area Team,,RFF,Barnsley Hospital NHS Foundation Trust,11,10,11,7,11,10,11,11,11,10,11,8,11,9,11,9,11,11,11,7,11,11,11,10,11,8,11,6,11,4,11,8,11,7,11,6,11,6,11,6,11,6,11,1,11,10,11,7,11,9,11,9,11,11,11,9,-,-,11,11,11,9,11,9,11,10,11,4,11,6,11,8,11,8,11,10,11,9,11,9,11,8,11,7,11,7,11,7,11,10,11,9,11,7,11,7,11,8,11,10,11,6,11,10,11,10,11,11,11,11,11,9,11,9,11,1,11,10,11,10,11,9,11,10
South Yorkshire And Bassetlaw Area Team,,RFR,The Rotherham NHS Foundation Trust,13,11,13,9,13,9,13,11,13,11,13,10,13,10,13,10,13,8,13,10,13,9,13,6,13,9,13,10,13,8,13,9,13,10,13,7,13,5,13,6,13,6,13,9,13,8,13,11,13,10,13,11,13,11,13,10,13,9,13,13,13,10,13,10,13,11,13,11,13,8,13,9,13,8,13,9,-,-,13,13,13,11,13,12,13,11,13,11,13,13,-,-,13,10,13,10,13,13,13,11,13,7,13,10,13,11,13,12,13,9,13,13,13,12,13,10,13,11,13,7,13,11,13,11
South Yorkshire And Bassetlaw Area Team,,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,101,80,101,72,101,80,101,81,101,68,101,86,101,88,101,87,101,88,101,77,101,83,101,81,101,85,101,87,101,71,101,88,101,83,101,83,101,81,101,71,101,82,101,78,101,63,101,92,101,78,101,80,101,79,103,88,103,68,103,74,103,97,103,85,103,93,103,76,103,88,103,89,103,81,103,94,103,97,103,91,103,92,103,76,103,90,104,91,103,87,103,91,103,72,103,84,103,90,103,82,103,80,103,69,103,84,103,85,103,92,103,90,103,76,103,96,103,94,103,97,103,92,103,75
South Yorkshire And Bassetlaw Area Team,,RP5,Doncaster And Bassetlaw Hospitals NHS Foundation Trust,25,23,25,2,25,22,25,20,25,24,25,23,25,22,25,23,25,24,25,22,25,23,25,23,25,23,25,21,25,22,25,22,25,21,25,21,25,21,25,23,25,23,-,-,25,24,25,23,25,23,25,22,25,23,25,22,25,20,25,21,25,21,25,21,25,22,25,23,25,23,25,23,25,24,25,24,25,23,25,21,25,24,25,20,25,23,25,23,25,23,25,21,25,20,25,22,25,20,25,23,25,23,25,21,25,23,25,20,25,24,25,22,25,25,25,23,25,23,25,23,25,22,25,24
Surrey And Sussex Area Team,,RA2,Royal Surrey County Hospital NHS Foundation Trust,25,1,25,23,25,24,25,24,-,-,25,25,25,23,25,23,25,23,-,-,25,23,25,24,-,-,25,24,25,23,25,23,25,24,25,24,25,0,25,23,25,23,25,23,25,24,25,24,25,25,25,24,25,25,25,24,25,24,25,25,25,25,25,23,25,24,25,24,25,25,25,24,25,23,25,23,25,24,25,23,25,23,25,24,-,-,25,24,25,24,25,24,25,19,25,24,25,25,25,25,25,25,25,24,-,-,25,25,25,25,25,24,25,23,25,24,25,24,25,24,25,24,25,25
